program,year,duration_sec,device,browser,os,ip,date,resp_id,source,satisf_overall,satisf_teachers,expect_match,fac_support_score,fac_support_imp,fac_clarity_score,fac_clarity_imp,cur_timely_score,cur_timely_imp,cur_help_score,cur_help_imp,cur_comment,prog_clarity_score,prog_clarity_imp,prog_deadlines_score,prog_deadlines_imp,prog_relevance_score,prog_relevance_imp,prog_workload_score,prog_workload_imp,prog_comment,coord_respect_score,coord_respect_imp,coord_results_score,coord_results_imp,coord_timely_score,coord_timely_imp,coord_help_score,coord_help_imp,coord_comment,assess_criteria_timely,assess_order_clear,assess_consistent,assess_comment,fac_comment,gen_ed_critical_thinking,gen_ed_history,gen_ed_foreign_lang,gen_ed_safety,gen_ed_statehood,seminar_comment,infra_library,infra_wellbeing,infra_food,infra_software,infra_equipment,infra_classrooms,infra_workshops,nps,comment_final,hum_critical_thinking,hum_history,hum_statehood,hum_foreign_lang,prev_sem_relevance,postgrad_masters,postgrad_same_field,postgrad_other_field,postgrad_other,hum_philosophy,hum_communication,skill_confidence,school
Архитектура и градостроительство,1 курс,300,Компьютер,Google Chrome,Windows 10,149.7.104.3,16.02.2026 17:47:56,7,Прямая ссылка,4.0,,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,,,,,,,,,,,,,,МАРШ
Архитектура и градостроительство,3 курс,257,Телефон,Google Chrome,Android,213.87.131.46,16.02.2026 18:32:33,8,Прямая ссылка,3.0,4.0,,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,9.0,,,,,,,,,,,,,3.0,МАРШ
Архитектура и градостроительство,1 курс,5817,Телефон,Safari,iPhone,212.118.37.226,16.02.2026 19:12:35,9,Прямая ссылка,4.0,,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,4.0,,,4.0,4.0,4.0,4.0,10.0,,,,,,,,,,,,,,МАРШ
Архитектура и градостроительство,2 курс,225,Телефон,Safari,iPhone,194.87.201.71,16.02.2026 19:15:06,10,Прямая ссылка,3.0,4.0,,3.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,,3.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,,2.0,3.0,3.0,,,,,,,,,2.0,2.0,1.0,2.0,3.0,3.0,3.0,7.0,,,,,,2.0,,,,,,,,МАРШ
Архитектура и градостроительство,5 курс,685,Телефон,Safari,iPhone,88.202.183.132,16.02.2026 20:55:18,11,Прямая ссылка,4.0,3.0,,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,,4.0,4.0,2.0,,,,,,,,,4.0,4.0,3.0,3.0,3.0,3.0,4.0,10.0,,,,,,,,Работа в выбранной сфере,,,,,,МАРШ
Архитектура и градостроительство,3 курс,384,Телефон,Safari,iPhone,109.252.76.100,16.02.2026 20:58:46,12,Прямая ссылка,3.0,4.0,,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,,3.0,3.0,2.0,1.0,3.0,3.0,4.0,3.0,,1.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,,3.0,3.0,3.0,,,,,,,,,3.0,3.0,3.0,2.0,2.0,4.0,4.0,8.0,,,,,,,,,,,,,3.0,МАРШ
Архитектура и градостроительство,3 курс,829,Телефон,Safari,iPhone,95.24.161.182,16.02.2026 21:05:08,13,Прямая ссылка,3.0,3.0,,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,,3.0,3.0,1.0,4.0,2.0,4.0,2.0,4.0,,3.0,4.0,4.0,,,,,,,,,4.0,4.0,2.0,2.0,3.0,3.0,4.0,8.0,"половина людей из группы преподавателей, которых вы вписали — это кто? ладно, всем 10 звезд. почините, пожалуйста, раз и навсегда сканеры. вечно ничего не работает в 2 корпусе, единственный рабочий сканер почему-то в британке👎🏻 старые опросы в гугл формах были удобнее. хотелось бы видеть более осознанную работу координатора, особенно за те деньги, которые мы платим ежегодно за обучение",,,,,,,,,,,,2.0,МАРШ
Архитектура и градостроительство,3 курс,2302,Компьютер,Google Chrome,Windows 10,95.24.113.222,16.02.2026 21:29:11,14,Прямая ссылка,2.0,3.0,,4.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,"какой куратор? кто это такой вообще? какие у него обязанности? в этом году в марше вообще все через одно место, так что я не знаю как оценивать работу куратора) он вообще был у нас?",2.0,4.0,3.0,4.0,1.0,4.0,4.0,4.0,"о программе) мы весь семестр на технология считали задачи, весь семестр. у нас не было ни одной тем связанной с конструкциями, материалами, технологиями, ни одной практики нормальной, ни одного воркшопа. мы просто считали блин задачи. уравнения. мы, 3 курс, мы совсем не понимаем связи предмета с проектированием, мы не можем на студии выбрать какой у здания каркас, какие колонны, какого сечения, как расставлять, какие узлы между ними, не знаем как подобрать материалы, для стен, для крыш, для перекрытий, для фасадов, не знаем как оформлять чертежи в конструктивном разделе, который с нас будут спрашивать в полном объеме. нам ни разу не объяснили как делается план перекрытий, план фундаментов, план кровли. ни разу не показали примеры, ни разу не объясняли как составляются пояснительные записки, которые с нас требуют, мы пишем как понимаем, а потом нас позорят что все некорректное, на каждой защите по нам проходятся из-за норм, из-за несоблюдения пожарной безопасности, из-за неправильных лестниц. ну так а как мы должны защищаться если мы второй год подряд решаем задачи! в том году были хотя бы перерывы, хотя бы какие-то лекции. в этом - задачи! одни! посмотрите наши тетради с лекциями, какие там темы. мы как будто пошли на физиков учиться. а самое страшное, что опять, опять нет никакой согласованности в работе преподавателей студии и преподавателей по друим предметам, в том числе и по технологиям. и после консультаций с сутягиным, мы приходим к преподавателям студии и они в шоке с того, что нам насоветовали. и нет понимания зачем нам столько задач. когда подобным в своей профессиональной деятельности мы заниматься не будет. у нас даже возможности не будет этим заниматься поскольку мы не строители, не конструкторы, нам никто не позволит расчеты делать конструктивные. засудят. ну бред какой-то. я не понимаю толку от этого предмета",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"блин серьезно?) это худший координатор за всю историю координаторов (а из за эти годы сменилось очень много). в этом году как будто в администрации марша случилось землетрясение. что смешно полностью обновили офис администрации, а персонала туда не наняли. наш координатор отвечает очень долго, регулярно допускает ошибки, информацию обрабатывает долго, огромные задержки в выдаче требуемой информации, все просьбы о каком-то участии в процессах обычно просто аккуратно опускаются, типа ну друзья держитесь сами как нибудь, мы ничего не можем, эпопея с проездными это вообще какой-то провал. а уж сколько ошибок администрация допускает по отношению к нашим преподавателям - это позор! регулярно допускают ошибки в их именах, просто тотальное неуважение, как студент я такое не понимаю. плюс возня с аккредитацией. все эти тесты которые нам без разбора присылают, я не понимаю зачем мне его проходить? там половина вопросов не из моего курса а из старшего, и по программам которые я не проходила. ради чего мне его заполнять вообще? бред. без объяснения зачем это нужно это вызывает только раздражение",3.0,2.0,2.0,"в этом году изменили систему оценивания, и теперь у нас почти все стобальники) удивительно, кончено. я не понимаю эти критерии, то есть если я просто сижу и сплю на паре, у меня уже зачет, плюс надбавки к вовремя сданной работе, это конечно очень приятно, очень, но блин, я с таким оцениванием не понимаю свой реальный уровень знаний, тем более никто из преподавателей в этом году не написал обратную связь, не выявил сильные стороны, не указал слабые, вообще ничего. ну ок. неприятно но что поделать. по урбанизму нам вообще один и тот же отзыв прислали на всех студентов. забавно. короче пытались переизобрести колесо, а оно стало квадратное и почти не едет","смотря о какой команде идет речь) вообще вы тут не уточняете, был перед этим вопрос такой же о преподавателях общий, и тут снова такой же. если речь о преподавателях студии (у меня была студия коммунальщик), то все отлично, если о сутягине - блин то там все гораздо хуже, если по урбанистике, то там вообще другая проблема, а со скиллами все нормально. о каких преподавателях мне писать ответ?",,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,"блин ну вы прикололись с этим опросом как будто) вопрос про оценивание преподавателей: каких результатов вы ожидаете, если я лично знаю только 4 человек, потому что они собственно у нас и вели весь семестр?) остальные имена - я либо с ними никак не взаимодействовала, либо просто понятие не имею кто это. а те преподаватели с которыми у нас было всего 2 занятия в новом семестре - как мне их оценивать?) и сервисы о которых вы говорите, блин я вообще о них слышу первый раз, оборудование - это самое смешное, у нас проектор еле работал весь семестр, а на защите вообще сгорел и мы презентовали критикам работы на ноутбуке))) круто! про аудитории - жаловаться о том что это тесно, а еще в вертикальных студиях ужасно шумно, когда параллельно в одной студии кто-то презентует работу, а в другой в этом время ор выше гор, ну чтож) про столы кривые косые, которые едва стоят на ножках тоже видимо говорить нет смысла, стулья нам приходится подворовывать из стекляшки, потому что там еще более менее нормальные, а те что в нашей аудитории, это просто привет крайняя стадия сколиоза, ну и не знаю есть ли смысл вспоминать что за лето у администрации не хватило времени подготовить аудитории к занятиям и это привело к сотрясению мозга у нашей одногруппницы наверное тоже не стоит. про софт наверное жалоб меньше, но чаще всего это какая-то эпопея с тем чтобы подключиться, какие-то глюки достаточно часто случаются. сканер не работает или вообще отсутсвует в комп классе наверное уже 3 год. и то что у нас занятия постоянно в разных аудитория это вообще настоящий квест. каждую неделю бегаешь туда сюда, просто потому что, ответа нет. зачем нас переводить в подвал какого-то незнакомого корпуса если можно провести занятие в бейзруме, который в это время пустой? ну непонятно тоже. не знаю что добавить. просто очень хочется наконец-то доучится уже. но непонятно дадут ли диплом по окончании или опять скажут что там проблемы где-то.",,,,,,,,,,,,2.0,МАРШ
Архитектура и градостроительство,1 курс,273,Телефон,Google Chrome,Android,213.87.156.116,16.02.2026 21:35:26,15,Прямая ссылка,3.0,,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,,4.0,4.0,3.0,,,,,,,,,3.0,3.0,4.0,3.0,4.0,4.0,4.0,8.0,,,,,,,,,,,,,,МАРШ
Архитектура и градостроительство,2 курс,300,Телефон,Safari,iPhone,178.130.54.159,16.02.2026 22:17:35,16,Прямая ссылка,3.0,3.0,,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,2.0,3.0,3.0,4.0,1.0,4.0,,4.0,4.0,4.0,,,,,,,,,4.0,,3.0,2.0,2.0,4.0,4.0,9.0,,,,,,4.0,,,,,,,,МАРШ
Архитектура и градостроительство,4 курс,27199,Телефон,Safari,iPhone,102.215.228.236,17.02.2026 01:04:23,17,Прямая ссылка,3.0,3.0,,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,"Странный год для меня лично. Первый раз студия идет всего пол года. Как будто это время пролетело незаметно, хотя сил приложено не мало. Все было по другому, это и нравится, не сравнимо с прошлыми годами, хоть и вызывало спорные чувства в процессе. Хороший опыт
",4.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,"Настя огромная молодец! Много делает для нас, решает наши проблемы и остается все такой же доброй и отзывчивой. Приятно, что спустя столько времени, можно снова ощутить хорошее и доброе отношение от координатора. Это очень важно. Да, марш сильно изменился и стал сухой и скупой на общинность студентов, но попытки есть, это радует",3.0,3.0,4.0,"Мои оценки выше - сумма разных факторов, описанных выше. Если оставить негативный опыт по временным предметам и говорить только о преподавателях, с которыми мы идем уже много времени вместе - да, были проблемки, но это мелочи, которые быстро решились совместными усилиями как координатора, так и самих преподавателей вместе","Никаких претензий в основном не имеется. К сожалению поразила в негативном ключе позиция преподавателей по устойчивому проектированию: ""не нужно меня злить"", ""я буду ругаться"" и прочие неуместные высказывания и отношение, как к детям малым. Все понимаю, дедовщина и 10 лет разницы в возрасте, но такое поведение и унижение неприемлемы. Так же насильное ведение дневника. Сначала ты слышишь и читаешь в презентации к дневнику о ""свободном формате и рефлексии о пройденном материале"", а потом получаешь правки и наказания. Если я прочитала материал и выявила интересные темы, о которых я решила написать в своем дневнике - да вообще по барабану - ты обязан написать обо всем, прочитать все и еще дополнительно изучить. Ну так свободный формат и рефлексия или же все-та их отсутствие? Преподаватели ВСЮ информацию просто читают по презентации, но если ты не слушал, то начинаются угрозы и санкции : ""я сейчас всем поставлю пропуск, если вы не ответите на мой вопрос"". Мило) Да, ситуация однократная (и на том спасибо), но показала, что за персонаж перед нами. Печальное зрелище. Первый раз сталкиваюсь с таким за 4 года в марше. 

К остальному преподавательскому составу нет никаких претензий. Все любимы и родны. Приятно слышать поддержку и интерес к нам, и внимание🩷

Отдельная благодарность и похвала нашему учебному составу. Видны старания, поддержка, быстрое решение всех вопросов и проблем🩷",,,,,,,4.0,3.0,1.0,3.0,3.0,4.0,4.0,9.0,марш - все еще лучшее место,,,,,,,,,,,,4.0,МАРШ
Архитектура и градостроительство,3 курс,331,Телефон,Safari,iPhone,178.173.251.130,17.02.2026 08:12:03,18,Прямая ссылка,4.0,4.0,,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,4.0,,4.0,4.0,3.0,4.0,4.0,8.0,,,,,,,,,,,,,3.0,МАРШ
Архитектура и градостроительство,2 курс,700,Телефон,Google Chrome,Android,213.87.153.181,17.02.2026 09:40:41,19,Прямая ссылка,3.0,4.0,,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,,4.0,3.0,3.0,"По дисциплине ""теория и история архитектуры"" преподаватели не были уведомлены о смене системы оценивания. К тому же такое резкое изменение оценивания повлекло новые вопросы.",,,,,,,,4.0,2.0,2.0,3.0,3.0,3.0,4.0,8.0,,,,,,3.0,,,,,,,,МАРШ
Архитектура и градостроительство,1 курс,278,Телефон,Safari,iPhone,92.36.103.81,17.02.2026 10:00:25,20,Прямая ссылка,4.0,,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,,4.0,4.0,4.0,,,,,,,,,4.0,,2.0,4.0,3.0,4.0,4.0,10.0,,,,,,,,,,,,,,МАРШ
Архитектура и градостроительство,4 курс,602,Компьютер,Other,Mac OS,138.68.102.212,17.02.2026 13:00:36,21,Прямая ссылка,3.0,2.0,,3.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,Микадзе хорош,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,тяжело,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,-,3.0,2.0,1.0,тяжело,Сутяги топ,,,,,,,2.0,3.0,2.0,3.0,3.0,3.0,4.0,9.0,,,,,,,,,,,,,3.0,МАРШ
Архитектура и градостроительство,4 курс,1844,Компьютер,Other,Mac OS,46.138.217.106,17.02.2026 13:33:15,22,Прямая ссылка,2.0,3.0,,2.0,4.0,2.0,4.0,3.0,3.0,2.0,4.0,,3.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,"Слишком сжатые сроки учебы, не понятно - когда, собственно, учиться? Есть только время что-то сдавать и получать на это критику и оценку. Нет времени осмыслить, нет времени попробовать что-то сделать несколько раз. Бесконечная гонка уменьшает глубину обучения.",4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,,2.0,3.0,2.0,"По проекту не понятно, почему оценивают промежуточные результаты проектирования. Это же образовательный процесс, а не итоговая сдача.","Не хватает системы поддержки и акцентирования внимания на положительных результатах и успехах. Весь процесс обучения строится на критике, поэтому жажда к архитектуре постепенно угасает, а самооценка падает. Я вижу как мои одногруппники постепенно теряют свой внутренний огонь и становятся рядовыми работниками. Мне казалось, что марш - университет, в котором индивидуальность развивается и подчеркивается, а не бесконечно уничижается. Я начинаю в этом сомневаться.",,,,,,,3.0,1.0,2.0,,3.0,2.0,3.0,10.0,"Нужно проводить меньше лекций, на которых не задействованы студенты. Все либо спят, либо скучают, либо работают в компьютерах. Насколько бы ни была интересна информация, воспринимать её с 10 до 18 просто сидя и молча - невозможно. Как только появляется взаимодействие преподавателя с аудиторией - все включаются и появляется интерес. Также предлагаю ввести дебаты, выражение студенческих мнений, эксперименты, взаимодействия, экскурсии и т.п. Это сильно повысит заинтересованность студентов и их результаты. 
Также необходимо ввести систему акцентирования на положительных результатах, на прогрессе студентов.
Нужно более тщательно отнестись к интересам каждого студента в профессиональном ключе. Мы столько постов написали за первый семестр по предмету Практика, чтобы нащупать область своего профессионального применения, а в итоге все стажируются в бюро, занимаясь задачами, которые не имеют отношения к интересам. Тех, кто хочет заниматься скульптурой частью архитектуры, можно было определить в соответствующие мастерские, тех, кто собирается основать собственную компанию - поставить ассистентом к руководителям бюро, а тех, кто мечтает стать преподавателем - оставить стажироваться в марше, помощником и т.п. А в итоге кажется, что вся архитектура сводится к черчению, таблицам и визуализациям. Это не так. Необходимо поддерживать искренние профессиональные интересы каждого студента. Тогда МАРШ будет славится выпускниками - именитыми архитекторами, художниками, владельцами бюро, преподавателями и людьми с колоссально широким умом и уникальными талантами.",,,,,,,,,,,,4.0,МАРШ
